Level,District Code,District Name,School Code,School Name,Content,Grade,Number of Total Records,Number of Valid Scores,Number of No Scores,Participation Rate 2025,Participation Rate 2024,Participation Rate 2023,Mean Scale Score,Standard Deviation,Number Did Not Yet Meet Expectations,Percent Did Not Yet Meet Expectations,Number Partially Met Expectations,Percent Partially Met Expectations,Number Approached Expectations,Percent Approached Expectations,Number Met Expectations,Percent Met Expectations,Number Exceeded Expectations,Percent Exceeded Expectations,Number Met or Exceeded Expectations,2025,2024,2023,"Change
2025-2024","Congressional
District"
DISTRICT,2520,East Otero R-1,0000,All Schools,English Language Arts,All Grades,     563,     524,      39,93.1,86.8,77.2,721,32,     136,26.0,     151,28.8,     141,26.9,      91,17.4,       5,1.0,      96,18.3,16.4,16.9,   1.9,3rd Congressional District
DISTRICT,2520,East Otero R-1,0000,All Schools,English Language Arts,03,     103,      95,       8,92.2,96.2,88.2,722,39,      26,27.4,      26,27.4,      20,21.1,- -,- -,- -,- -,      23,24.2,22.8,22.7,   1.4,3rd Congressional District
DISTRICT,2520,East Otero R-1,0000,All Schools,English Language Arts,04,      99,      96,       3,97.0,96.2,90.9,728,26,      11,11.5,      34,35.4,      30,31.3,- -,- -,- -,- -,      21,21.9,16.8,24.4,   5.1,3rd Congressional District
DISTRICT,2520,East Otero R-1,0000,All Schools,English Language Arts,05,      97,      94,       3,96.9,88.7,91.9,732,30,      13,13.8,      23,24.5,      38,40.4,- -,- -,- -,- -,      20,21.3,19.8,14.3,   1.5,3rd Congressional District
DISTRICT,2520,East Otero R-1,0000,All Schools,English Language Arts,06,      89,      80,       9,89.9,95.9,87.4,725,29,      16,20.0,      23,28.8,      25,31.3,- -,- -,- -,- -,      16,20.0,18.3,13.3,   1.7,3rd Congressional District
DISTRICT,2520,East Otero R-1,0000,All Schools,English Language Arts,07,      90,      89,       1,98.9,86.2,57.7,703,28,      45,50.6,      26,29.2,      11,12.4,- -,- -,- -,- -,       7,7.9,11.1,12.5,  -3.2,3rd Congressional District
DISTRICT,2520,East Otero R-1,0000,All Schools,English Language Arts,08,      85,      70,      15,82.4,60.5,48.0,713,31,      25,35.7,      19,27.1,      17,24.3,- -,- -,- -,- -,       9,12.9,5.8,8.3,   7.1,3rd Congressional District
DISTRICT,2520,East Otero R-1,0000,All Schools,Mathematics,All Grades,     562,     521,      41,92.7,85.6,75.1,710,26,     169,32.4,     206,39.5,     104,20.0,- -,- -,- -,- -,      42,8.1,8.4,7.5,  -0.3,3rd Congressional District
DISTRICT,2520,East Otero R-1,0000,All Schools,Mathematics,03,     103,      94,       9,91.3,95.2,88.2,715,29,      27,28.7,      35,37.2,      17,18.1,- -,- -,- -,- -,      15,16.0,22.0,25.8,  -6.0,3rd Congressional District
DISTRICT,2520,East Otero R-1,0000,All Schools,Mathematics,04,      99,      96,       3,97.0,97.1,89.9,720,27,      20,20.8,      37,38.5,      25,26.0,- -,- -,- -,- -,      14,14.6,13.7,5.6,   0.9,3rd Congressional District
DISTRICT,2520,East Otero R-1,0000,All Schools,Mathematics,05,      97,      94,       3,96.9,87.6,91.9,716,28,      22,23.4,      35,37.2,      27,28.7,- -,- -,- -,- -,      10,10.6,4.7,- -,   5.9,3rd Congressional District
DISTRICT,2520,East Otero R-1,0000,All Schools,Mathematics,06,      89,      82,       7,92.1,95.9,86.4,706,24,      33,40.2,      31,37.8,- -,- -,- -,- -,- -,- -,- -,- -,- -,- -,- -,3rd Congressional District
DISTRICT,2520,East Otero R-1,0000,All Schools,Mathematics,07,      89,      87,       2,97.8,85.1,55.0,704,19,      32,36.8,      42,48.3,- -,- -,- -,- -,- -,- -,- -,- -,- -,- -,- -,3rd Congressional District
DISTRICT,2520,East Otero R-1,0000,All Schools,Mathematics,08,      85,      68,      17,80.0,56.1,40.0,697,23,      35,51.5,      26,38.2,- -,- -,- -,- -,- -,- -,- -,- -,- -,- -,- -,3rd Congressional District
DISTRICT,2530,Rocky Ford R-2,0000,All Schools,English Language Arts,All Grades,     286,     278,       8,97.2,96.2,97.9,732,35,      50,18.0,      65,23.4,      74,26.6,      74,26.6,      15,5.4,      89,32.0,33.5,34.6,  -1.5,3rd Congressional District
DISTRICT,2530,Rocky Ford R-2,0000,All Schools,English Language Arts,03,      57,      54,       3,94.7,92.3,97.7,728,39,      11,20.4,      16,29.6,      11,20.4,- -,- -,- -,- -,      16,29.6,25.0,32.6,   4.6,3rd Congressional District
DISTRICT,2530,Rocky Ford R-2,0000,All Schools,English Language Arts,04,      42,      39,       3,92.9,90.5,97.9,728,29,       7,17.9,       8,20.5,      16,41.0,- -,- -,- -,- -,       8,20.5,28.9,28.3,  -8.4,3rd Congressional District
DISTRICT,2530,Rocky Ford R-2,0000,All Schools,English Language Arts,05,      45,      44,       1,97.8,100.0,98.3,728,26,       7,15.9,      12,27.3,      13,29.5,- -,- -,- -,- -,      12,27.3,26.2,37.9,   1.1,3rd Congressional District
DISTRICT,2530,Rocky Ford R-2,0000,All Schools,English Language Arts,06,      42,      42,       0,100.0,96.6,97.7,738,28,       4,9.5,      11,26.2,      12,28.6,- -,- -,- -,- -,      15,35.7,48.2,48.8, -12.5,3rd Congressional District
DISTRICT,2530,Rocky Ford R-2,0000,All Schools,English Language Arts,07,      61,      60,       1,98.4,100.0,97.4,737,41,      12,20.0,      12,20.0,      12,20.0,      16,26.7,       8,13.3,      24,40.0,33.3,42.1,   6.7,3rd Congressional District
DISTRICT,2530,Rocky Ford R-2,0000,All Schools,English Language Arts,08,      39,      39,       0,100.0,97.4,98.2,732,41,       9,23.1,       6,15.4,      10,25.6,      11,28.2,       3,7.7,      14,35.9,32.4,21.8,   3.5,3rd Congressional District
DISTRICT,2530,Rocky Ford R-2,0000,All Schools,Mathematics,All Grades,     286,     275,      11,96.2,98.1,97.9,727,30,      55,20.0,      72,26.2,      81,29.5,      62,22.5,       5,1.8,      67,24.4,28.2,23.3,  -3.8,3rd Congressional District
DISTRICT,2530,Rocky Ford R-2,0000,All Schools,Mathematics,03,      57,      53,       4,93.0,92.1,95.5,728,33,       9,17.0,      15,28.3,      17,32.1,- -,- -,- -,- -,      12,22.6,31.4,23.8,  -8.8,3rd Congressional District
DISTRICT,2530,Rocky Ford R-2,0000,All Schools,Mathematics,04,      42,      38,       4,90.5,95.2,97.9,732,25,       4,10.5,       9,23.7,      13,34.2,- -,- -,- -,- -,      12,31.6,22.5,28.3,   9.1,3rd Congressional District
DISTRICT,2530,Rocky Ford R-2,0000,All Schools,Mathematics,05,      45,      44,       1,97.8,100.0,98.3,719,26,      11,25.0,      14,31.8,      14,31.8,- -,- -,- -,- -,       5,11.4,21.4,25.9, -10.0,3rd Congressional District
DISTRICT,2530,Rocky Ford R-2,0000,All Schools,Mathematics,06,      42,      42,       0,100.0,100.0,97.7,727,30,       8,19.0,       9,21.4,      13,31.0,- -,- -,- -,- -,      12,28.6,39.7,30.2, -11.1,3rd Congressional District
DISTRICT,2530,Rocky Ford R-2,0000,All Schools,Mathematics,07,      61,      59,       2,96.7,100.0,100.0,728,28,      11,18.6,      17,28.8,      16,27.1,- -,- -,- -,- -,      15,25.4,21.4,23.1,   4.0,3rd Congressional District
DISTRICT,2530,Rocky Ford R-2,0000,All Schools,Mathematics,08,      39,      39,       0,100.0,100.0,98.2,725,37,      12,30.8,       8,20.5,       8,20.5,- -,- -,- -,- -,      11,28.2,28.9,10.9,  -0.7,3rd Congressional District
DISTRICT,2535,Manzanola 3J,0000,All Schools,English Language Arts,All Grades,      80,      77,       3,96.3,89.5,96.6,720,27,      20,26.0,      23,29.9,      23,29.9,- -,- -,- -,- -,      11,14.3,14.7,18.6,  -0.4,3rd Congressional District
DISTRICT,2535,Manzanola 3J,0000,All Schools,English Language Arts,03,      15,< 16,- -,93.3,83.3,100.0,- -,- -,- -,- -,- -,- -,- -,- -,- -,- -,- -,- -,- -,- -,- -,- -,- -,3rd Congressional District
DISTRICT,2535,Manzanola 3J,0000,All Schools,English Language Arts,04,       9,< 16,- -,100.0,92.3,100.0,- -,- -,- -,- -,- -,- -,- -,- -,- -,- -,- -,- -,- -,- -,- -,- -,- -,3rd Congressional District
DISTRICT,2535,Manzanola 3J,0000,All Schools,English Language Arts,05,      17,      16,       1,94.1,100.0,100.0,733,26,- -,- -,- -,- -,       6,37.5,- -,- -,- -,- -,       4,25.0,- -,- -,- -,3rd Congressional District
DISTRICT,2535,Manzanola 3J,0000,All Schools,English Language Arts,06,      13,< 16,- -,100.0,88.9,93.3,- -,- -,- -,- -,- -,- -,- -,- -,- -,- -,- -,- -,- -,- -,- -,- -,- -,3rd Congressional District
DISTRICT,2535,Manzanola 3J,0000,All Schools,English Language Arts,07,      12,< 16,- -,100.0,83.3,100.0,- -,- -,- -,- -,- -,- -,- -,- -,- -,- -,- -,- -,- -,- -,- -,- -,- -,3rd Congressional District
DISTRICT,2535,Manzanola 3J,0000,All Schools,English Language Arts,08,      14,< 16,- -,92.9,90.0,91.3,- -,- -,- -,- -,- -,- -,- -,- -,- -,- -,- -,- -,- -,- -,- -,19.0,- -,3rd Congressional District
DISTRICT,2535,Manzanola 3J,0000,All Schools,Mathematics,All Grades,      80,      76,       4,95.0,92.0,95.5,708,26,      31,40.8,      29,38.2,      10,13.2,- -,- -,- -,- -,       6,7.9,5.8,10.6,   2.1,3rd Congressional District
DISTRICT,2535,Manzanola 3J,0000,All Schools,Mathematics,03,      15,< 16,- -,93.3,90.9,100.0,- -,- -,- -,- -,- -,- -,- -,- -,- -,- -,- -,- -,- -,- -,- -,- -,- -,3rd Congressional District
DISTRICT,2535,Manzanola 3J,0000,All Schools,Mathematics,04,       9,< 16,- -,100.0,92.3,100.0,- -,- -,- -,- -,- -,- -,- -,- -,- -,- -,- -,- -,- -,- -,- -,- -,- -,3rd Congressional District
DISTRICT,2535,Manzanola 3J,0000,All Schools,Mathematics,05,      17,      16,       1,94.1,100.0,100.0,729,32,       3,18.8,       3,18.8,- -,- -,- -,- -,- -,- -,- -,- -,- -,- -,- -,3rd Congressional District
DISTRICT,2535,Manzanola 3J,0000,All Schools,Mathematics,06,      13,< 16,- -,100.0,100.0,86.7,- -,- -,- -,- -,- -,- -,- -,- -,- -,- -,- -,- -,- -,- -,- -,- -,- -,3rd Congressional District
DISTRICT,2535,Manzanola 3J,0000,All Schools,Mathematics,07,      12,< 16,- -,100.0,83.3,100.0,- -,- -,- -,- -,- -,- -,- -,- -,- -,- -,- -,- -,- -,- -,- -,- -,- -,3rd Congressional District
DISTRICT,2535,Manzanola 3J,0000,All Schools,Mathematics,08,      14,< 16,- -,85.7,90.0,91.3,- -,- -,- -,- -,- -,- -,- -,- -,- -,- -,- -,- -,- -,- -,- -,- -,- -,3rd Congressional District
DISTRICT,2540,Fowler R-4J,0000,All Schools,English Language Arts,All Grades,     154,     150,       4,97.4,98.8,99.4,747,30,      11,7.3,      21,14.0,      40,26.7,      73,48.7,       5,3.3,      78,52.0,43.1,44.0,   8.9,3rd Congressional District
DISTRICT,2540,Fowler R-4J,0000,All Schools,English Language Arts,03,      27,      26,       1,96.3,100.0,100.0,751,36,       3,11.5,- -,- -,- -,- -,- -,- -,- -,- -,      12,46.2,46.4,23.8,  -0.2,3rd Congressional District
DISTRICT,2540,Fowler R-4J,0000,All Schools,English Language Arts,04,      24,      24,       0,100.0,95.8,100.0,742,31,- -,- -,- -,- -,       6,25.0,- -,- -,- -,- -,      10,41.7,34.8,57.1,   6.9,3rd Congressional District
DISTRICT,2540,Fowler R-4J,0000,All Schools,English Language Arts,05,      24,      24,       0,100.0,96.0,100.0,754,26,- -,- -,- -,- -,       4,16.7,- -,- -,- -,- -,      16,66.7,45.8,46.7,  20.9,3rd Congressional District
DISTRICT,2540,Fowler R-4J,0000,All Schools,English Language Arts,06,      25,      25,       0,100.0,100.0,100.0,761,18,- -,- -,- -,- -,- -,- -,- -,- -,- -,- -,      19,76.0,50.0,59.1,  26.0,3rd Congressional District
DISTRICT,2540,Fowler R-4J,0000,All Schools,English Language Arts,07,      29,      27,       2,93.1,100.0,97.1,739,33,       3,11.1,       6,22.2,       7,25.9,- -,- -,- -,- -,      11,40.7,40.0,47.1,   0.7,3rd Congressional District
DISTRICT,2540,Fowler R-4J,0000,All Schools,English Language Arts,08,      25,      24,       1,96.0,100.0,100.0,735,28,- -,- -,- -,- -,       7,29.2,- -,- -,- -,- -,      10,41.7,40.0,32.3,   1.7,3rd Congressional District
DISTRICT,2540,Fowler R-4J,0000,All Schools,Mathematics,All Grades,     154,     148,       6,96.1,98.8,99.4,733,27,      17,11.5,      35,23.6,      55,37.2,- -,- -,- -,- -,      41,27.7,20.8,27.7,   6.9,3rd Congressional District
DISTRICT,2540,Fowler R-4J,0000,All Schools,Mathematics,03,      27,      26,       1,96.3,100.0,100.0,747,18,- -,- -,- -,- -,      12,46.2,- -,- -,- -,- -,      11,42.3,35.7,42.9,   6.6,3rd Congressional District
DISTRICT,2540,Fowler R-4J,0000,All Schools,Mathematics,04,      24,      24,       0,100.0,95.8,100.0,725,28,- -,- -,- -,- -,       8,33.3,- -,- -,- -,- -,       4,16.7,- -,28.6,- -,3rd Congressional District
DISTRICT,2540,Fowler R-4J,0000,All Schools,Mathematics,05,      24,      24,       0,100.0,96.0,100.0,728,24,       3,12.5,       8,33.3,       9,37.5,- -,- -,- -,- -,       4,16.7,- -,13.3,- -,3rd Congressional District
DISTRICT,2540,Fowler R-4J,0000,All Schools,Mathematics,06,      25,      25,       0,100.0,100.0,100.0,743,19,- -,- -,- -,- -,      14,56.0,- -,- -,- -,- -,       8,32.0,10.0,22.7,  22.0,3rd Congressional District
DISTRICT,2540,Fowler R-4J,0000,All Schools,Mathematics,07,      29,      25,       4,86.2,100.0,97.1,725,24,       4,16.0,       9,36.0,       7,28.0,- -,- -,- -,- -,       5,20.0,32.0,26.5, -12.0,3rd Congressional District
DISTRICT,2540,Fowler R-4J,0000,All Schools,Mathematics,08,      25,      24,       1,96.0,100.0,100.0,730,37,       5,20.8,       5,20.8,       5,20.8,- -,- -,- -,- -,       9,37.5,31.0,35.5,   6.5,3rd Congressional District
DISTRICT,2560,Cheraw 31,0000,All Schools,English Language Arts,All Grades,      98,      72,      26,73.5,76.0,71.8,733,32,       9,12.5,      16,22.2,      25,34.7,- -,- -,- -,- -,      22,30.6,29.1,33.8,   1.5,3rd Congressional District
DISTRICT,2560,Cheraw 31,0000,All Schools,English Language Arts,03,      17,< 16,- -,76.5,85.7,88.2,- -,- -,- -,- -,- -,- -,- -,- -,- -,- -,- -,- -,- -,- -,- -,- -,- -,3rd Congressional District
DISTRICT,2560,Cheraw 31,0000,All Schools,English Language Arts,04,      14,< 16,- -,57.1,93.8,94.4,- -,- -,- -,- -,- -,- -,- -,- -,- -,- -,- -,- -,- -,- -,- -,29.4,- -,3rd Congressional District
DISTRICT,2560,Cheraw 31,0000,All Schools,English Language Arts,05,      14,< 16,- -,92.9,66.7,89.5,- -,- -,- -,- -,- -,- -,- -,- -,- -,- -,- -,- -,- -,- -,- -,52.9,- -,3rd Congressional District
DISTRICT,2560,Cheraw 31,0000,All Schools,English Language Arts,06,      14,< 16,- -,64.3,95.2,55.0,- -,- -,- -,- -,- -,- -,- -,- -,- -,- -,- -,- -,- -,- -,30.0,- -,- -,3rd Congressional District
DISTRICT,2560,Cheraw 31,0000,All Schools,English Language Arts,07,      19,      16,       3,84.2,61.1,86.7,757,24,- -,- -,- -,- -,- -,- -,- -,- -,- -,- -,       9,56.3,- -,- -,- -,3rd Congressional District
DISTRICT,2560,Cheraw 31,0000,All Schools,English Language Arts,08,      20,< 16,- -,65.0,52.9,7.1,- -,- -,- -,- -,- -,- -,- -,- -,- -,- -,- -,- -,- -,- -,- -,- -,- -,3rd Congressional District
DISTRICT,2560,Cheraw 31,0000,All Schools,Mathematics,All Grades,      98,      72,      26,73.5,76.0,71.8,741,29,       4,5.6,      18,25.0,      21,29.2,- -,- -,- -,- -,      29,40.3,35.4,33.8,   4.9,3rd Congressional District
DISTRICT,2560,Cheraw 31,0000,All Schools,Mathematics,03,      17,< 16,- -,76.5,85.7,88.2,- -,- -,- -,- -,- -,- -,- -,- -,- -,- -,- -,- -,- -,- -,- -,- -,- -,3rd Congressional District
DISTRICT,2560,Cheraw 31,0000,All Schools,Mathematics,04,      14,< 16,- -,57.1,93.8,94.4,- -,- -,- -,- -,- -,- -,- -,- -,- -,- -,- -,- -,- -,- -,- -,41.2,- -,3rd Congressional District
DISTRICT,2560,Cheraw 31,0000,All Schools,Mathematics,05,      14,< 16,- -,92.9,66.7,89.5,- -,- -,- -,- -,- -,- -,- -,- -,- -,- -,- -,- -,- -,- -,- -,35.3,- -,3rd Congressional District
DISTRICT,2560,Cheraw 31,0000,All Schools,Mathematics,06,      14,< 16,- -,64.3,95.2,55.0,- -,- -,- -,- -,- -,- -,- -,- -,- -,- -,- -,- -,- -,- -,35.0,- -,- -,3rd Congressional District
DISTRICT,2560,Cheraw 31,0000,All Schools,Mathematics,07,      19,      16,       3,84.2,61.1,86.7,752,25,- -,- -,- -,- -,       4,25.0,- -,- -,- -,- -,       9,56.3,- -,- -,- -,3rd Congressional District
DISTRICT,2560,Cheraw 31,0000,All Schools,Mathematics,08,      20,< 16,- -,65.0,52.9,7.1,- -,- -,- -,- -,- -,- -,- -,- -,- -,- -,- -,- -,- -,- -,- -,- -,- -,3rd Congressional District
DISTRICT,2570,Swink 33,0000,All Schools,English Language Arts,All Grades,     139,     134,       5,96.4,97.9,95.5,746,36,      14,10.4,      17,12.7,      40,29.9,      54,40.3,       9,6.7,      63,47.0,44.2,53.0,   2.8,3rd Congressional District
DISTRICT,2570,Swink 33,0000,All Schools,English Language Arts,03,      23,      23,       0,100.0,100.0,95.7,749,45,       3,13.0,       3,13.0,       4,17.4,- -,- -,- -,- -,      13,56.5,51.9,59.1,   4.6,3rd Congressional District
DISTRICT,2570,Swink 33,0000,All Schools,English Language Arts,04,      24,      23,       1,95.8,95.0,96.4,746,31,- -,- -,- -,- -,       7,30.4,- -,- -,- -,- -,      11,47.8,36.8,59.3,  11.0,3rd Congressional District
DISTRICT,2570,Swink 33,0000,All Schools,English Language Arts,05,      21,      20,       1,95.2,100.0,90.6,744,24,- -,- -,- -,- -,       8,40.0,- -,- -,- -,- -,       8,40.0,56.0,48.3, -16.0,3rd Congressional District
DISTRICT,2570,Swink 33,0000,All Schools,English Language Arts,06,      25,      23,       2,92.0,100.0,100.0,742,26,- -,- -,- -,- -,       8,34.8,- -,- -,- -,- -,      11,47.8,46.2,57.9,   1.6,3rd Congressional District
DISTRICT,2570,Swink 33,0000,All Schools,English Language Arts,07,      28,      28,       0,100.0,90.5,96.4,741,46,       6,21.4,       3,10.7,       7,25.0,       7,25.0,       5,17.9,      12,42.9,26.3,33.3,  16.6,3rd Congressional District
DISTRICT,2570,Swink 33,0000,All Schools,English Language Arts,08,      18,      17,       1,94.4,100.0,96.2,755,37,- -,- -,- -,- -,       6,35.3,- -,- -,- -,- -,       8,47.1,40.9,64.0,   6.2,3rd Congressional District
DISTRICT,2570,Swink 33,0000,All Schools,Mathematics,All Grades,     139,     134,       5,96.4,97.2,95.5,739,35,      15,11.2,      30,22.4,      41,30.6,      38,28.4,      10,7.5,      48,35.8,43.1,44.3,  -7.3,3rd Congressional District
DISTRICT,2570,Swink 33,0000,All Schools,Mathematics,03,      23,      23,       0,100.0,100.0,95.7,749,37,       3,13.0,       4,17.4,       3,13.0,- -,- -,- -,- -,      13,56.5,59.3,54.5,  -2.8,3rd Congressional District
DISTRICT,2570,Swink 33,0000,All Schools,Mathematics,04,      24,      23,       1,95.8,95.0,96.4,742,27,- -,- -,- -,- -,      11,47.8,- -,- -,- -,- -,       7,30.4,- -,48.1,- -,3rd Congressional District
DISTRICT,2570,Swink 33,0000,All Schools,Mathematics,05,      21,      20,       1,95.2,100.0,90.6,743,31,- -,- -,- -,- -,       4,20.0,- -,- -,- -,- -,      10,50.0,52.0,55.2,  -2.0,3rd Congressional District
DISTRICT,2570,Swink 33,0000,All Schools,Mathematics,06,      25,      23,       2,92.0,100.0,100.0,718,34,       5,21.7,       5,21.7,- -,- -,- -,- -,- -,- -,- -,- -,50.0,47.4,- -,3rd Congressional District
DISTRICT,2570,Swink 33,0000,All Schools,Mathematics,07,      28,      28,       0,100.0,85.7,96.4,735,28,       3,10.7,       9,32.1,       6,21.4,- -,- -,- -,- -,      10,35.7,44.4,14.8,  -8.7,3rd Congressional District
DISTRICT,2570,Swink 33,0000,All Schools,Mathematics,08,      18,      17,       1,94.4,100.0,96.2,750,49,- -,- -,- -,- -,- -,- -,- -,- -,- -,- -,- -,- -,- -,48.0,- -,3rd Congressional District
DISTRICT,2580,Ouray R-1,0000,All Schools,English Language Arts,All Grades,      81,      81,       0,100.0,98.7,100.0,755,35,       6,7.4,       6,7.4,      19,23.5,      38,46.9,      12,14.8,      50,61.7,52.0,50.6,   9.7,3rd Congressional District
DISTRICT,2580,Ouray R-1,0000,All Schools,English Language Arts,03,      20,      20,       0,100.0,100.0,100.0,735,39,- -,- -,- -,- -,- -,- -,- -,- -,- -,- -,       9,45.0,- -,23.5,- -,3rd Congressional District
DISTRICT,2580,Ouray R-1,0000,All Schools,English Language Arts,04,       8,< 16,- -,100.0,100.0,100.0,- -,- -,- -,- -,- -,- -,- -,- -,- -,- -,- -,- -,- -,- -,29.4,- -,- -,3rd Congressional District
DISTRICT,2580,Ouray R-1,0000,All Schools,English Language Arts,05,      14,< 16,- -,100.0,100.0,100.0,- -,- -,- -,- -,- -,- -,- -,- -,- -,- -,- -,- -,- -,- -,- -,- -,- -,3rd Congressional District
DISTRICT,2580,Ouray R-1,0000,All Schools,English Language Arts,06,      16,      16,       0,100.0,100.0,100.0,760,26,- -,- -,- -,- -,- -,- -,- -,- -,- -,- -,      12,75.0,- -,- -,- -,3rd Congressional District
DISTRICT,2580,Ouray R-1,0000,All Schools,English Language Arts,07,       9,< 16,- -,100.0,100.0,100.0,- -,- -,- -,- -,- -,- -,- -,- -,- -,- -,- -,- -,- -,- -,- -,- -,- -,3rd Congressional District
DISTRICT,2580,Ouray R-1,0000,All Schools,English Language Arts,08,      14,< 16,- -,100.0,92.9,100.0,- -,- -,- -,- -,- -,- -,- -,- -,- -,- -,- -,- -,- -,- -,- -,- -,- -,3rd Congressional District
DISTRICT,2580,Ouray R-1,0000,All Schools,Mathematics,All Grades,      81,      81,       0,100.0,98.7,100.0,744,33,       8,9.9,      10,12.3,      30,37.0,      28,34.6,       5,6.2,      33,40.7,37.3,38.3,   3.4,3rd Congressional District
